workload,config,completed,instructions,cycles,ipc,speedup_vs_no_pref,speedup_vs_bop_default,dcache_hit,dcache_miss,dcache_miss_rate,dcache_miss_reduction_vs_no_pref,mlc_hit,mlc_miss,mlc_miss_rate,mlc_miss_reduction_vs_no_pref,pref_issued,pref_useful,pref_accuracy,pref_coverage_vs_no_pref,bop_pref_issued,bop_rr_fill_updates,bop_rr_hit_score_inc,bop_phase_complete,bop_phase_on,bop_phase_off,bop_phase_on_ratio,bop_dropped_page,bop_dropped_page_ratio,bop_test_offset_events,bop_rr_hit_score_rate,bop_inflight_insert,bop_inflight_miss
502.gcc_r,rr_512,1.0,5000000.0,5232885.0,0.9554958689136107,1.0,1.0,97896.0,4824321.0,0.9801114010211253,0.007351978950019489,567.0,76136.0,0.9926078510618881,0.03221049955510358,5118.0,0.0,0.0,0.0,5118.0,0.0,0.0,14.0,0.0,14.0,0.0,81.0,0.015579919215233698,77895.0,0.0,5118.0,0.0
502.gcc_r,rr_64,1.0,5000000.0,5232885.0,0.9554958689136107,1.0,1.0,97896.0,4824321.0,0.9801114010211253,0.007351978950019489,567.0,76136.0,0.9926078510618881,0.03221049955510358,5118.0,0.0,0.0,0.0,5118.0,0.0,0.0,14.0,0.0,14.0,0.0,81.0,0.015579919215233698,77895.0,0.0,5118.0,0.0
502.gcc_r,score_15,1.0,5000000.0,5232885.0,0.9554958689136107,1.0,1.0,97896.0,4824321.0,0.9801114010211253,0.007351978950019489,567.0,76136.0,0.9926078510618881,0.03221049955510358,5118.0,0.0,0.0,0.0,5118.0,0.0,0.0,14.0,0.0,14.0,0.0,81.0,0.015579919215233698,77895.0,0.0,5118.0,0.0
502.gcc_r,score_63,1.0,5000000.0,5232885.0,0.9554958689136107,1.0,1.0,97896.0,4824321.0,0.9801114010211253,0.007351978950019489,567.0,76136.0,0.9926078510618881,0.03221049955510358,5118.0,0.0,0.0,0.0,5118.0,0.0,0.0,14.0,0.0,14.0,0.0,81.0,0.015579919215233698,77895.0,0.0,5118.0,0.0
507.cactuBSSN_r,bad_0,1.0,5000000.0,5014180.0,0.9971720201508522,1.0000239321284836,1.0,30227.0,4968817.0,0.9939534438984734,0.005942358938245684,2.0,75738.0,0.9999735938737787,0.031929035226749836,5120.0,4.0,0.00078125,8.002368701135537e-07,5120.0,35.0,0.0,15.0,0.0,15.0,0.0,79.0,0.015195229851894596,79034.0,0.0,5120.0,0.0
507.cactuBSSN_r,bad_2,1.0,5000000.0,5014180.0,0.9971720201508522,1.0000239321284836,1.0,30227.0,4968817.0,0.9939534438984734,0.005942358938245684,2.0,75738.0,0.9999735938737787,0.031929035226749836,5120.0,4.0,0.00078125,8.002368701135537e-07,5120.0,35.0,0.0,15.0,0.0,15.0,0.0,79.0,0.015195229851894596,79034.0,0.0,5120.0,0.0
507.cactuBSSN_r,bad_4,1.0,5000000.0,5014180.0,0.9971720201508522,1.0000239321284836,1.0,30227.0,4968817.0,0.9939534438984734,0.005942358938245684,2.0,75738.0,0.9999735938737787,0.031929035226749836,5120.0,4.0,0.00078125,8.002368701135537e-07,5120.0,35.0,0.0,15.0,0.0,15.0,0.0,79.0,0.015195229851894596,79034.0,0.0,5120.0,0.0
507.cactuBSSN_r,bop_default,1.0,5000000.0,5014180.0,0.9971720201508522,1.0000239321284836,1.0,30227.0,4968817.0,0.9939534438984734,0.005942358938245684,2.0,75738.0,0.9999735938737787,0.031929035226749836,5120.0,4.0,0.00078125,8.002368701135537e-07,5120.0,35.0,0.0,15.0,0.0,15.0,0.0,79.0,0.015195229851894596,79034.0,0.0,5120.0,0.0
507.cactuBSSN_r,no_pref,1.0,5000000.0,5014300.0,0.9971481562730591,1.0,0.9999760684442495,532.0,4998520.0,0.9998935798227344,0.0,3.0,78236.0,0.9999616559516353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
507.cactuBSSN_r,off_all_128,1.0,5000000.0,5014180.0,0.9971720201508522,1.0000239321284836,1.0,77700.0,4921344.0,0.9844570281837888,0.015439770171970957,2.0,71893.0,0.9999721816538006,0.08107520834398485,12596.0,4.0,0.00031756113051762465,8.002368701135537e-07,12596.0,35.0,0.0,6.0,0.0,6.0,0.0,203.0,0.015860614110477383,80260.0,0.0,12596.0,0.0
